sample_id,fg_area_ratio,fg_area_ratio_valid,empty_space_ratio,empty_space_ratio_valid,bbox_area_ratio,bbox_area_ratio_valid,centroid_x_norm,centroid_x_norm_valid,centroid_y_norm,centroid_y_norm_valid,top_mass_ratio,top_mass_ratio_valid,bottom_mass_ratio,bottom_mass_ratio_valid,stroke_darkness_mean,stroke_darkness_mean_valid,stroke_darkness_std,stroke_darkness_std_valid,component_count_norm,component_count_norm_valid,skeleton_break_count_norm,skeleton_break_count_norm_valid,shading_ratio,shading_ratio_valid,unique_hue_count,unique_hue_count_valid,warm_ratio,warm_ratio_valid,dark_color_ratio,dark_color_ratio_valid,sharp_angle_ratio,sharp_angle_ratio_valid,dominant_orientation_abs,dominant_orientation_abs_valid,figure_integrity_proxy,figure_integrity_proxy_valid
101-1I-725-M-S,0.03942938521504402,1,0.9605706334114075,1,0.998046875,1,0.49235987663269043,1,0.5944779515266418,1,0.3660372197628021,1,0.6339628100395203,1,0.39813366532325745,1,0.23655785620212555,1,6.79817008972168,1,19.369388580322266,1,0.09742747992277145,1,6.0,1,0.5380100607872009,1,0.00023739640892017633,1,0.14915254712104797,1,0.7617107629776001,1,0.23895028233528137,1
101-1I-815-M-S,0.04494885355234146,1,0.9550511240959167,1,0.908839762210846,1,0.4374725818634033,1,0.3708013892173767,1,0.6193734407424927,1,0.3806265890598297,1,0.33605077862739563,1,0.31873881816864014,1,3.8846685886383057,1,15.916350364685059,1,0.19145360589027405,1,3.0,1,0.9877979755401611,1,0.009253064170479774,1,0.22007721662521362,1,0.06884296983480453,1,0.3956642746925354,1
101-1Q-112-F-S,0.1890053153038025,1,0.8109946846961975,1,1.0,1,0.5196420550346375,1,0.5618501901626587,1,0.391767293214798,1,0.6082327365875244,1,0.770100474357605,1,0.23364850878715515,1,26.275466918945312,1,73.80870056152344,1,0.6929291486740112,1,13.0,1,0.07593953609466553,1,0.21149322390556335,1,0.15263909101486206,1,0.0248872060328722,1,0.378010630607605,1
101-1Q-137-M-H,0.14965684711933136,1,0.8503431677818298,1,1.0,1,0.502496600151062,1,0.5830618739128113,1,0.3736390471458435,1,0.6263609528541565,1,0.36767834424972534,1,0.21463119983673096,1,24.225223541259766,1,63.12586212158203,1,0.12773090600967407,1,10.0,1,0.2883068323135376,1,0.008416782133281231,1,0.15360000729560852,1,0.055275220423936844,1,0.2993136942386627,1
101-1Q-250-F-S,0.1818780153989792,1,0.8181219696998596,1,1.0,1,0.4890758693218231,1,0.6184050440788269,1,0.2656185030937195,1,0.7343814969062805,1,0.5735419988632202,1,0.25804606080055237,1,25.46615982055664,1,60.69794464111328,1,0.49353307485580444,1,12.0,1,0.25407522916793823,1,0.05082441121339798,1,0.13653603196144104,1,0.04222727194428444,1,0.3637560307979584,1
101-2F-961-M-S,0.18881647288799286,1,0.811183512210846,1,1.0,1,0.5129711627960205,1,0.4929530918598175,1,0.5134586691856384,1,0.4865413308143616,1,0.5688405632972717,1,0.2765469253063202,1,12.463311195373535,1,50.23092269897461,1,0.5078865885734558,1,8.0,1,0.640026867389679,1,0.06688104569911957,1,0.24255318939685822,1,0.0747910663485527,1,0.3776329457759857,1
101-3F-1093-M-S,0.11778099089860916,1,0.8822190165519714,1,0.9834254384040833,1,0.5103161931037903,1,0.5664945840835571,1,0.2381126880645752,1,0.7618873119354248,1,0.6823985576629639,1,0.28925183415412903,1,9.981439590454102,1,44.29601287841797,1,0.6876775026321411,1,11.0,1,0.2870492935180664,1,0.08531703054904938,1,0.19029851257801056,1,0.0010836964938789606,1,0.23648998141288757,1
101-3F-328-F-S,0.03572816029191017,1,0.9642718434333801,1,0.8774171471595764,1,0.4600963294506073,1,0.3718331456184387,1,0.7336152195930481,1,0.2663847804069519,1,0.3542267978191376,1,0.24317707121372223,1,5.557234287261963,1,15.808443069458008,1,0.14331017434597015,1,12.0,1,0.5198729634284973,1,0.004068111069500446,1,0.1553398072719574,1,0.01794646866619587,1,0.2935945987701416,1
101-3F-480-M-S,0.07810341566801071,1,0.9218965768814087,1,0.988950252532959,1,0.4670916795730591,1,0.5695414543151855,1,0.32833656668663025,1,0.6716634631156921,1,0.2697538435459137,1,0.2194576859474182,1,11.546097755432129,1,19.477296829223633,1,0.08282674849033356,1,7.0,1,0.15019027888774872,1,0.003431457094848156,1,0.12741312384605408,1,0.07757168263196945,1,0.15620683133602142,1
101-3F-639-F-S,0.05604713410139084,1,0.9439528584480286,1,0.772347629070282,1,0.454954594373703,1,0.5982514023780823,1,0.4253946840763092,1,0.5746052861213684,1,0.46564817428588867,1,0.34691017866134644,1,4.262344837188721,1,13.488431930541992,1,0.4123026430606842,1,7.0,1,0.9651726484298706,1,0.020513208582997322,1,0.17714285850524902,1,0.9506018757820129,1,0.39897704124450684,1
101-3F-841-F-S,0.02411731705069542,1,0.9758827090263367,1,0.43235281109809875,1,0.4333368241786957,1,0.2975218594074249,1,0.9599552750587463,1,0.040044743567705154,1,0.35223931074142456,1,0.2222433239221573,1,3.7228074073791504,1,10.628884315490723,1,0.17427292466163635,1,10.0,1,0.41275206208229065,1,0.0010628884192556143,1,0.13432836532592773,1,0.03484576940536499,1,0.3620942533016205,1
101-3F-955-M-S,0.0777149498462677,1,0.9222850203514099,1,0.677734375,1,0.6016719341278076,1,0.6705543994903564,1,0.16516245901584625,1,0.8348375558853149,1,0.5050917267799377,1,0.2577950358390808,1,8.147012710571289,1,29.404783248901367,1,0.27228546142578125,1,8.0,1,0.367475688457489,1,0.019196737557649612,1,0.19242902100086212,1,0.1305156648159027,1,0.24807924032211304,1
101-3I-132-F-S,0.12361878156661987,1,0.8763812184333801,1,1.0,1,0.5045338869094849,1,0.6459218859672546,1,0.31887221336364746,1,0.6811277866363525,1,0.34885358810424805,1,0.20704564452171326,1,29.404783248901367,1,60.37422180175781,1,0.04246683046221733,1,8.0,1,0.6093675494194031,1,0.0006528401281684637,1,0.1990291327238083,1,0.0515931136906147,1,0.24723756313323975,1
101-4C-1004-M-S,0.17723260819911957,1,0.8227673768997192,1,1.0,1,0.49165037274360657,1,0.5226373076438904,1,0.50025874376297,1,0.49974122643470764,1,0.3489578664302826,1,0.17852085828781128,1,66.74076080322266,1,122.8526382446289,1,0.08746080845594406,1,8.0,1,0.09417884796857834,1,0.0036850397009402514,1,0.11760612577199936,1,0.002096405951306224,1,0.35446521639823914,1
101-4C-551-M-S,0.07152646034955978,1,0.9284735321998596,1,0.9372841715812683,1,0.4477802515029907,1,0.64210444688797,1,0.20170475542545319,1,0.798295259475708,1,0.29198575019836426,1,0.19940224289894104,1,6.852123737335205,1,30.591764450073242,1,0.08154182881116867,1,11.0,1,0.34584665298461914,1,0.00012948895164299756,1,0.2401960790157318,1,0.14162470400333405,1,0.3004467487335205,1
101-4E-1263-F-S,0.06819751113653183,1,0.93180251121521,1,0.994140625,1,0.6319679021835327,1,0.6015685200691223,1,0.37270569801330566,1,0.6272943019866943,1,0.4960585832595825,1,0.17708414793014526,1,4.478159427642822,1,17.804731369018555,1,0.09343354403972626,1,5.0,1,0.911604642868042,1,0.0,1,0.1205357164144516,1,0.0651843398809433,1,0.41248705983161926,1
101-4E-893-M-S,0.17689809203147888,1,0.8231018781661987,1,0.8784530162811279,1,0.4711918830871582,1,0.6639666557312012,1,0.21819624304771423,1,0.7818037867546082,1,0.7724370956420898,1,0.22724004089832306,1,13.974016189575195,1,69.1686782836914,1,0.8371915817260742,1,8.0,1,0.9278063774108887,1,0.20785674452781677,1,0.19007264077663422,1,0.01946287788450718,1,0.35379618406295776,1
101-4F-867-M-S,0.07999180257320404,1,0.9200081825256348,1,1.0,1,0.5233319997787476,1,0.45481544733047485,1,0.6539862155914307,1,0.34601375460624695,1,0.5543269515037537,1,0.28895771503448486,1,9.33399486541748,1,33.990848541259766,1,0.497234582901001,1,12.0,1,0.6430327892303467,1,0.043864380568265915,1,0.16631579399108887,1,0.015408351086080074,1,0.1932838410139084,1
102-1C-197-M-S,0.06736662983894348,1,0.9326333999633789,1,0.9226519465446472,1,0.45054522156715393,1,0.4985988736152649,1,0.3850712776184082,1,0.6149287223815918,1,0.48219215869903564,1,0.28040093183517456,1,3.9925758838653564,1,22.22893714904785,1,0.25004005432128906,1,9.0,1,0.43865323066711426,1,0.014718577265739441,1,0.19003115594387054,1,0.03820573166012764,1,0.43510445952415466,1
